0.00010101010101010101,6366
0.00020202020202020202,5723
0.00030303030303030303,5388
0.00040404040404040404,4877
0.000505050505050505,4628
0.0006060606060606061,4226
0.0007070707070707071,4023
0.0008080808080808081,3682
0.0009090909090909091,3534
0.00101010101010101,3110
0.0011111111111111111,3010
0.0012121212121212121,2935
0.0013131313131313131,2717
0.0014141414141414141,2606
0.0015151515151515152,2362
0.0016161616161616162,2259
0.0017171717171717172,2077
0.0018181818181818182,2036
0.0019191919191919192,1853
0.00202020202020202,1847
0.002121212121212121,1678
0.0022222222222222222,1623
0.0023232323232323234,1585
0.0024242424242424242,1460
0.002525252525252525,1446
0.0026262626262626263,1275
0.0027272727272727275,1215
0.0028282828282828283,1109
0.002929292929292929,1139
0.0030303030303030303,1039
0.0031313131313131315,1038
0.0032323232323232323,1005
0.003333333333333333,886
0.0034343434343434343,924
0.0035353535353535356,827
0.0036363636363636364,834
0.003737373737373737,768
0.0038383838383838384,705
0.00393939393939394,696
0.00404040404040404,634
0.004141414141414141,644
0.004242424242424242,654
0.004343434343434344,586
0.0044444444444444444,581
0.004545454545454545,586
0.004646464646464647,544
0.004747474747474748,501
0.0048484848484848485,458
0.004949494949494949,469
0.00505050505050505,455
0.005151515151515152,413
0.0052525252525252525,402
0.005353535353535353,398
0.005454545454545455,376
0.005555555555555556,343
0.0056565656565656566,346
0.005757575757575757,311
0.005858585858585858,315
0.00595959595959596,319
0.006060606060606061,279
0.006161616161616161,325
0.006262626262626263,270
0.006363636363636364,244
0.006464646464646465,252
0.0065656565656565654,234
0.006666666666666666,243
0.006767676767676768,233
0.006868686868686869,204
0.0069696969696969695,199
0.007070707070707071,190
0.007171717171717172,178
0.007272727272727273,180
0.0073737373737373735,175
0.007474747474747474,158
0.007575757575757576,193
0.007676767676767677,165
