Time Averaged IV scan
Frame ,1,Time,0
Electrode Voltage ,1.45269
Channel,1
Average Energy,305.465
Ion Flux,1.25245
trace ,1
V,I_1,dI/dE_1,
98.333,-5.5491e-07,0,
99.3571,-5.62406e-07,0,
100.381,-5.64917e-07,0,
101.405,-5.63741e-07,-1.41574e-09,
102.429,-5.7153e-07,1.42469e-10,
103.453,-5.62088e-07,6.67598e-10,
104.478,-5.66013e-07,4.8425e-10,
105.502,-5.61212e-07,4.64101e-10,
106.526,-5.64758e-07,-1.22828e-10,
107.55,-5.65437e-07,-1.59823e-10,
108.574,-5.63731e-07,-5.52435e-10,
109.598,-5.61654e-07,-6.93353e-10,
110.622,-5.68562e-07,-8.40913e-10,
111.646,-5.67981e-07,-1.57394e-10,
112.67,-5.65905e-07,-2.57612e-11,
113.694,-5.67271e-07,-4.80695e-10,
114.718,-5.62706e-07,-9.12092e-10,
115.742,-5.68537e-07,-1.34125e-09,
116.767,-5.77113e-07,-1.54742e-10,
117.791,-5.66716e-07,3.24574e-10,
118.815,-5.68535e-07,3.55703e-10,
119.839,-5.65164e-07,1.07584e-09,
120.863,-5.70668e-07,5.48905e-10,
121.887,-5.72163e-07,4.2691e-10,
122.911,-5.56312e-07,3.11649e-11,
123.935,-5.65194e-07,-1.29997e-09,
124.959,-5.77614e-07,-1.22305e-09,
125.983,-5.64804e-07,-1.16613e-09,
127.007,-5.72701e-07,-2.56778e-10,
128.032,-5.71195e-07,7.00825e-10,
129.056,-5.69555e-07,6.63344e-10,
130.08,-5.70017e-07,1.073e-09,
131.104,-5.66934e-07,9.57358e-10,
132.128,-5.63596e-07,1.0964e-10,
133.152,-5.69734e-07,-4.69986e-10,
134.176,-5.65671e-07,-6.43375e-10,
135.2,-5.69753e-07,-8.50812e-10,
136.224,-5.70899e-07,3.42339e-11,
137.248,-5.67519e-07,-1.98063e-10,
138.272,-5.7104e-07,1.14142e-10,
139.296,-5.66179e-07,-2.3524e-10,
140.321,-5.71538e-07,-8.36228e-11,
141.345,-5.69051e-07,1.21259e-10,
142.369,-5.71759e-07,5.36795e-10,
143.393,-5.64956e-07,5.50926e-10,
144.417,-5.70552e-07,-2.59949e-10,
145.441,-5.64664e-07,1.56208e-10,
146.465,-5.70362e-07,-1.72563e-10,
147.489,-5.73934e-07,1.35658e-09,
148.513,-5.61051e-07,5.85389e-10,
149.537,-5.67306e-07,-3.48989e-11,
150.561,-5.60549e-07,-1.65159e-09,
151.585,-5.73911e-07,-3.07274e-09,
152.61,-5.71317e-07,-2.17825e-09,
153.634,-5.77361e-07,-1.42209e-09,
154.658,-5.7799e-07,2.87998e-10,
155.682,-5.73184e-07,1.02764e-09,
156.706,-5.72079e-07,1.05059e-09,
157.73,-5.73787e-07,2.08013e-10,
158.754,-5.68173e-07,-1.61849e-10,
159.778,-5.73664e-07,-5.48811e-10,
160.802,-5.78859e-07,-4.38689e-10,
161.826,-5.68515e-07,5.34662e-10,
162.85,-5.73409e-07,1.13493e-09,
163.875,-5.79091e-07,1.28852e-09,
164.899,-5.61626e-07,4.37183e-10,
165.923,-5.66374e-07,-6.47114e-10,
166.947,-5.76948e-07,-4.26871e-10,
167.971,-5.7232e-07,-3.95376e-11,
168.995,-5.7281e-07,8.80033e-10,
170.019,-5.67207e-07,3.62034e-10,
171.043,-5.65418e-07,-5.38776e-10,
172.067,-5.72203e-07,-1.41966e-09,
173.091,-5.80009e-07,-8.28741e-10,
174.115,-5.66746e-07,-2.65199e-10,
175.139,-5.76126e-07,2.04803e-10,
176.164,-5.7214e-07,1.34674e-09,
177.188,-5.72623e-07,8.0995e-10,
178.212,-5.71679e-07,1.10763e-09,
179.236,-5.62029e-07,-9.49353e-11,
180.26,-5.7135e-07,-1.47764e-09,
181.284,-5.73897e-07,-2.1319e-09,
182.308,-5.72361e-07,-2.92576e-09,
183.332,-5.78232e-07,-1.08482e-09,
184.356,-5.80665e-07,-1.30259e-10,
185.38,-5.84334e-07,7.77098e-10,
186.404,-5.6594e-07,1.62299e-10,
187.429,-5.75816e-07,-5.10634e-10,
188.453,-5.79952e-07,-6.34227e-10,
189.477,-5.85469e-07,-2.29514e-10,
190.501,-5.71794e-07,4.61755e-10,
191.525,-5.76622e-07,-2.70328e-10,
192.549,-5.76113e-07,-8.75458e-10,
193.573,-5.82828e-07,-1.32268e-09,
194.597,-5.81596e-07,7.54513e-10,
195.621,-5.80219e-07,1.14796e-09,
196.645,-5.78967e-07,1.54953e-09,
197.669,-5.67103e-07,4.36792e-10,
198.693,-5.80359e-07,-5.35469e-11,
199.718,-5.78139e-07,4.55657e-10,
200.742,-5.76917e-07,1.96666e-11,
201.766,-5.71892e-07,7.07763e-10,
202.79,-5.72021e-07,-9.175e-10,
203.814,-5.81447e-07,-6.02967e-10,
204.838,-5.7325e-07,-1.06941e-09,
205.862,-5.83527e-07,-2.06657e-10,
206.886,-5.71463e-07,2.19219e-10,
207.91,-5.83511e-07,-9.94832e-11,
208.934,-5.74282e-07,-9.42315e-11,
209.958,-5.77736e-07,-8.48374e-10,
210.982,-5.77444e-07,-2.78317e-10,
212.007,-5.84479e-07,-5.48746e-10,
213.031,-5.77759e-07,2.50298e-10,
214.055,-5.76711e-07,-3.52352e-10,
215.079,-5.81736e-07,1.69217e-10,
216.103,-5.78137e-07,1.24113e-10,
217.127,-5.84141e-07,4.71639e-10,
218.151,-5.74593e-07,1.14665e-09,
219.175,-5.75947e-07,2.64862e-10,
220.199,-5.80247e-07,1.67284e-10,
221.223,-5.73727e-07,-6.25562e-10,
222.247,-5.79641e-07,-1.13222e-09,
223.272,-5.79257e-07,-4.05231e-10,
224.296,-5.79577e-07,-6.83845e-11,
225.32,-5.85001e-07,7.98503e-10,
226.344,-5.74016e-07,4.18033e-10,
227.368,-5.74447e-07,-3.44101e-10,
228.392,-5.80198e-07,6.00256e-12,
229.416,-5.84053e-07,8.46883e-10,
230.44,-5.78573e-07,2.06843e-09,
231.464,-5.70766e-07,1.84966e-09,
232.488,-5.68916e-07,5.4839e-10,
233.512,-5.73597e-07,-1.29369e-09,
234.536,-5.7758e-07,-1.17306e-09,
235.561,-5.75475e-07,-5.09442e-10,
236.585,-5.81098e-07,1.05355e-09,
237.609,-5.71122e-07,1.49261e-09,
238.633,-5.74134e-07,1.43021e-10,
