Time Averaged IV scan
Frame ,1,Time,0.001
Electrode Voltage ,1.45518
Channel,1
Average Energy,284.023
Ion Flux,0.089534
V,I_1,dI/dE_1,
98.3276,-6.71948e-08,-4.497e-09,
99.3516,-7.17999e-08,-8.36397e-10,
100.376,-7.26564e-08,-1.20195e-09,
101.4,-7.38872e-08,-2.95228e-10,
102.424,-7.41896e-08,-1.82107e-10,
103.448,-7.43761e-08,-3.94994e-10,
104.472,-7.47805e-08,3.64826e-10,
105.496,-7.44069e-08,-8.01495e-10,
106.52,-7.52277e-08,6.97981e-10,
107.544,-7.4513e-08,4.05362e-10,
108.568,-7.40978e-08,-1.61184e-09,
109.592,-7.57484e-08,-9.3209e-11,
110.616,-7.58439e-08,-2.52965e-10,
111.64,-7.61029e-08,9.27268e-10,
112.664,-7.51534e-08,3.82242e-11,
113.688,-7.51142e-08,-2.85247e-10,
114.712,-7.54063e-08,1.06041e-10,
115.736,-7.52977e-08,-2.34105e-10,
116.76,-7.55375e-08,8.9283e-11,
117.784,-7.5446e-08,5.47964e-10,
118.808,-7.48849e-08,-1.53296e-10,
119.832,-7.50419e-08,-1.00382e-09,
120.856,-7.60698e-08,1.85059e-09,
121.88,-7.41748e-08,-2.87589e-09,
122.904,-7.71198e-08,8.34889e-10,
123.928,-7.62648e-08,-5.84816e-10,
124.952,-7.68637e-08,9.23259e-10,
125.976,-7.59182e-08,2.90461e-10,
127,-7.56208e-08,-3.42983e-10,
128.025,-7.5972e-08,2.58809e-10,
129.049,-7.5707e-08,4.46032e-10,
130.073,-7.52502e-08,-4.08306e-10,
131.097,-7.56684e-08,-1.7394e-10,
132.121,-7.58465e-08,-2.555e-10,
133.145,-7.61081e-08,-4.40972e-10,
134.169,-7.65597e-08,1.73135e-09,
135.193,-7.47867e-08,-1.5535e-09,
136.217,-7.63776e-08,-2.4157e-10,
137.241,-7.6625e-08,4.27984e-10,
138.265,-7.61867e-08,3.42505e-10,
139.289,-7.58359e-08,-2.95985e-10,
140.313,-7.6139e-08,-7.99111e-11,
141.337,-7.62209e-08,1.01408e-09,
142.361,-7.51824e-08,2.33239e-10,
143.385,-7.49436e-08,5.03902e-10,
144.409,-7.44276e-08,-1.64145e-09,
145.433,-7.61085e-08,8.52437e-10,
146.457,-7.52355e-08,-6.4557e-10,
147.481,-7.58966e-08,-7.52005e-11,
148.505,-7.59736e-08,2.69146e-10,
149.529,-7.5698e-08,-1.15455e-09,
150.553,-7.68803e-08,1.9124e-09,
151.577,-7.4922e-08,-1.64617e-09,
152.601,-7.66077e-08,9.49052e-10,
153.625,-7.56358e-08,-1.46794e-09,
154.649,-7.71391e-08,1.18627e-09,
155.673,-7.59243e-08,1.36508e-10,
156.697,-7.57845e-08,-1.67683e-10,
157.721,-7.59562e-08,2.18148e-10,
158.746,-7.57328e-08,8.34669e-10,
159.77,-7.48781e-08,-1.43923e-09,
160.794,-7.63519e-08,-1.07471e-10,
161.818,-7.6462e-08,8.52522e-10,
162.842,-7.5589e-08,-1.2346e-10,
163.866,-7.57154e-08,-3.7647e-10,
164.89,-7.61009e-08,-2.39295e-11,
165.914,-7.61254e-08,4.51261e-10,
166.938,-7.56633e-08,5.08867e-11,
167.962,-7.56112e-08,-1.24788e-09,
168.986,-7.68891e-08,1.42718e-10,
170.01,-7.67429e-08,2.98597e-10,
171.034,-7.64371e-08,-2.62107e-11,
172.058,-7.6464e-08,1.10902e-09,
173.082,-7.53283e-08,-6.15634e-10,
174.106,-7.59587e-08,-4.63667e-10,
175.13,-7.64335e-08,2.1253e-10,
176.154,-7.62159e-08,1.08712e-09,
177.178,-7.51027e-08,-1.14117e-09,
178.202,-7.62713e-08,2.48095e-10,
179.226,-7.60172e-08,3.69877e-10,
180.25,-7.56384e-08,-3.69506e-10,
181.274,-7.60168e-08,3.08439e-10,
182.298,-7.5701e-08,1.89014e-10,
183.322,-7.55074e-08,4.63335e-11,
184.346,-7.546e-08,-3.61897e-10,
185.37,-7.58306e-08,-1.34121e-10,
186.394,-7.59679e-08,5.81787e-10,
187.418,-7.53721e-08,-7.92045e-10,
188.442,-7.61832e-08,5.92704e-10,
189.466,-7.55763e-08,-1.75504e-09,
190.491,-7.73735e-08,6.02907e-10,
191.515,-7.67561e-08,7.81916e-10,
192.539,-7.59554e-08,-1.76034e-10,
193.563,-7.61356e-08,-9.48003e-10,
194.587,-7.71064e-08,1.07695e-09,
195.611,-7.60036e-08,-3.46839e-10,
196.635,-7.63588e-08,-6.29962e-10,
197.659,-7.70039e-08,1.36341e-10,
198.683,-7.68643e-08,8.62119e-10,
199.707,-7.59814e-08,-7.84752e-10,
200.731,-7.6785e-08,4.53916e-10,
201.755,-7.63202e-08,2.60826e-10,
202.779,-7.60531e-08,-1.02578e-09,
203.803,-7.71035e-08,9.65971e-11,
204.827,-7.70046e-08,-2.11356e-10,
205.851,-7.72211e-08,-6.96578e-10,
206.875,-7.79344e-08,5.47157e-10,
207.899,-7.73741e-08,-4.56851e-10,
208.923,-7.78419e-08,3.11876e-10,
209.947,-7.75225e-08,8.19637e-10,
210.971,-7.66832e-08,-5.97936e-10,
211.995,-7.72955e-08,1.08717e-10,
213.019,-7.71842e-08,3.95289e-10,
214.043,-7.67794e-08,-4.37953e-10,
215.067,-7.72279e-08,2.15118e-10,
216.091,-7.70076e-08,-2.47726e-10,
217.115,-7.72613e-08,-2.33407e-10,
218.139,-7.75003e-08,5.97882e-10,
219.163,-7.6888e-08,-3.21122e-10,
220.187,-7.72169e-08,2.57098e-10,
221.212,-7.69536e-08,-7.25186e-10,
222.236,-7.76962e-08,-7.33409e-10,
223.26,-7.84472e-08,2.03659e-09,
224.284,-7.63617e-08,-1.05111e-09,
225.308,-7.74381e-08,2.87274e-10,
226.332,-7.71439e-08,-5.08045e-10,
227.356,-7.76641e-08,-7.18398e-10,
228.38,-7.83998e-08,1.10681e-09,
229.404,-7.72664e-08,-5.06636e-10,
230.428,-7.77852e-08,4.80843e-10,
231.452,-7.72928e-08,2.71458e-10,
232.476,-7.70148e-08,2.0041e-10,
